title,cat,valeur
2022 Loved List,context,0
2022 Loved List,event,0
2022 Loved List,genre,0
2022 Loved List,moment,1
2022 Loved List,mood,0
2022 Loved List,period,0
2022 Loved List,person,0
2022 Loved List,top,1
2023 et des gros banjés,artist,0
2023 et des gros banjés,context,0
2023 et des gros banjés,event,0
2023 et des gros banjés,genre,0
2023 et des gros banjés,moment,1
2023 et des gros banjés,mood,0
2023 et des gros banjés,period,0
2023 et des gros banjés,person,0
20mn,artist,0
20mn,context,0
20mn,event,0
20mn,genre,0
20mn,moment,0
20mn,mood,0
20mn,period,0
20mn,person,0
20mn,top,0
21 SAVAGE,artist,1
21 SAVAGE,context,0
21 SAVAGE,event,0
21 SAVAGE,genre,0
21 SAVAGE,moment,0
21 SAVAGE,mood,0
21 SAVAGE,period,0
21 SAVAGE,person,0
21 SAVAGE,top,0
23_05 et 06 mai juin,artist,0
23_05 et 06 mai juin,context,0
23_05 et 06 mai juin,event,1
23_05 et 06 mai juin,genre,0
23_05 et 06 mai juin,moment,0
23_05 et 06 mai juin,mood,0
23_05 et 06 mai juin,period,0
23_05 et 06 mai juin,person,0
23_05 et 06 mai juin,top,0
26,artist,0
26,context,0
26,event,0
26,genre,0
26,moment,0
26,mood,0
26,period,0
26,person,0
26,top,0
28.07.2007,artist,0
28.07.2007,context,0
28.07.2007,event,1
28.07.2007,genre,0
28.07.2007,moment,0
28.07.2007,mood,0
28.07.2007,period,0
28.07.2007,person,0
28.07.2007,top,0
2O22,artist,0
2O22,context,0
2O22,event,0
2O22,genre,0
2O22,moment,1
2O22,mood,0
2O22,period,0
2O22,person,0
2O22,top,0
2o1o March,artist,0
2o1o March,context,0
2o1o March,event,0
2o1o March,genre,0
2o1o March,moment,1
2o1o March,mood,0
2o1o March,period,0
2o1o March,person,0
2o1o March,top,0
30,artist,0
30,context,0
30,genre,0
30,moment,0
30,mood,0
30,period,0
30,person,0
30,top,0
312020,artist,0
312020,context,0
312020,genre,0
312020,mood,0
312020,period,0
312020,person,0
312020,top,0
31 Pequenito project,artist,0
31 Pequenito project,genre,0
31 Pequenito project,moment,0
31 Pequenito project,mood,0
31 Pequenito project,period,0
31 Pequenito project,person,0
31 Pequenito project,top,0
31. Jazz - rock,artist,0
31. Jazz - rock,context,0
31. Jazz - rock,event,0
31. Jazz - rock,genre,1
31. Jazz - rock,moment,0
31. Jazz - rock,mood,0
31. Jazz - rock,period,0
31. Jazz - rock,person,0
31. Jazz - rock,top,0
4 Keus (gang),artist,1
4 Keus (gang),context,0
4 Keus (gang),event,0
4 Keus (gang),genre,0
4 Keus (gang),moment,0
4 Keus (gang),mood,0
4 Keus (gang),period,0
4 Keus (gang),person,0
4 Keus (gang),top,0
4 My Kidz,artist,0
4 My Kidz,context,0
4 My Kidz,event,0
4 My Kidz,genre,0
4 My Kidz,moment,0
4 My Kidz,mood,0
4 My Kidz,period,0
4 My Kidz,person,1
4 My Kidz,top,0
4/1/29 Alison#1 mariage,artist,0
4/1/29 Alison#1 mariage,context,0
4/1/29 Alison#1 mariage,event,1
4/1/29 Alison#1 mariage,genre,0
4/1/29 Alison#1 mariage,moment,0
4/1/29 Alison#1 mariage,mood,0
4/1/29 Alison#1 mariage,period,0
4/1/29 Alison#1 mariage,person,1
4/1/29 Alison#1 mariage,top,0
5 🎹,artist,0
5 🎹,context,0
5 🎹,event,0
5 🎹,moment,0
5 🎹,mood,0
5 🎹,period,0
5 🎹,person,0
5 🎹,top,0
50 ans Delphine,artist,0
50 ans Delphine,context,0
50 ans Delphine,event,1
50 ans Delphine,genre,0
50 ans Delphine,moment,0
50 ans Delphine,mood,0
50 ans Delphine,period,0
50 ans Delphine,person,1
50 ans Delphine,top,0
6h Summer,artist,0
6h Summer,event,0
6h Summer,genre,0
6h Summer,period,0
6h Summer,person,0
6h Summer,top,0
7/3/16,artist,0
7/3/16,context,0
7/3/16,event,1
7/3/16,genre,0
7/3/16,moment,0
7/3/16,mood,0
7/3/16,period,0
7/3/16,person,0
7/3/16,top,0
70 ans Papa,artist,0
70 ans Papa,context,0
70 ans Papa,event,1
70 ans Papa,genre,0
70 ans Papa,moment,0
70 ans Papa,mood,0
70 ans Papa,period,0
70 ans Papa,person,1
70 ans Papa,top,0
70/80🕺,artist,0
70/80🕺,context,0
70/80🕺,event,0
70/80🕺,genre,0
70/80🕺,moment,0
70/80🕺,mood,0
70/80🕺,period,1
70/80🕺,person,0
70/80🕺,top,0
8 ans,artist,0
8 ans,context,0
8 ans,event,1
8 ans,genre,0
8 ans,moment,0
8 ans,mood,0
8 ans,period,0
8 ans,person,0
8 ans,top,0
80's iconic,artist,0
80's iconic,context,0
80's iconic,event,0
80's iconic,genre,0
80's iconic,moment,0
80's iconic,mood,0
80's iconic,period,1
80's iconic,person,0
80's iconic,top,0
90' - 2000,artist,0
90' - 2000,context,0
90' - 2000,event,0
90' - 2000,genre,0
90' - 2000,moment,0
90' - 2000,mood,0
90' - 2000,period,1
90' - 2000,person,0
90' - 2000,top,0
:(,artist,0
:(,context,0
:(,event,0
:(,genre,0
:(,moment,0
:(,mood,1
:(,period,0
:(,person,0
:(,top,0
A Classique,artist,0
A Classique,context,0
A Classique,event,0
A Classique,genre,1
A Classique,moment,0
A Classique,mood,0
A Classique,period,0
A Classique,person,0
A Classique,top,0
A Français en vrac trié,artist,0
A Français en vrac trié,context,0
A Français en vrac trié,event,0
A Français en vrac trié,genre,1
A Français en vrac trié,moment,0
A Français en vrac trié,mood,0
A Français en vrac trié,period,0
A Français en vrac trié,person,0
A Français en vrac trié,top,0
A House,artist,0
A House,context,0
A House,event,0
A House,genre,1
A House,moment,0
A House,mood,0
A House,period,0
A House,person,0
A House,top,0
A Massage Classique octobre,artist,0
A Massage Classique octobre,event,0
A Massage Classique octobre,genre,1
A Massage Classique octobre,mood,0
A Massage Classique octobre,period,0
A Massage Classique octobre,person,0
A Massage Classique octobre,top,0
A modifier soirée,artist,0
A modifier soirée,context,1
A modifier soirée,event,0
A modifier soirée,genre,0
A modifier soirée,moment,0
A modifier soirée,mood,0
A modifier soirée,period,0
A modifier soirée,person,0
A modifier soirée,top,0
A écouter par moi,artist,0
A écouter par moi,context,0
A écouter par moi,event,0
A écouter par moi,genre,0
A écouter par moi,moment,0
A écouter par moi,mood,0
A écouter par moi,period,0
A écouter pour se relaxer,artist,0
A écouter pour se relaxer,event,0
A écouter pour se relaxer,genre,0
A écouter pour se relaxer,moment,0
A écouter pour se relaxer,mood,1
A écouter pour se relaxer,period,0
A écouter pour se relaxer,person,0
A écouter pour se relaxer,top,0
A-Plk Only 🎧🍯,artist,1
A-Plk Only 🎧🍯,context,0
A-Plk Only 🎧🍯,event,0
A-Plk Only 🎧🍯,genre,0
A-Plk Only 🎧🍯,moment,0
A-Plk Only 🎧🍯,mood,0
A-Plk Only 🎧🍯,period,0
A-Plk Only 🎧🍯,person,0
A1. Rap Chill (déc 2017),artist,0
A1. Rap Chill (déc 2017),context,0
A1. Rap Chill (déc 2017),event,0
A1. Rap Chill (déc 2017),genre,1
A1. Rap Chill (déc 2017),period,0
A1. Rap Chill (déc 2017),person,0
A1. Rap Chill (déc 2017),top,0
ANNÉE 70,artist,0
ANNÉE 70,context,0
ANNÉE 70,event,0
ANNÉE 70,genre,0
ANNÉE 70,moment,0
ANNÉE 70,mood,0
ANNÉE 70,period,1
ANNÉE 70,person,0
ANNÉE 70,top,0
Aaliyah,artist,1
Aaliyah,context,0
Aaliyah,event,0
Aaliyah,genre,0
Aaliyah,moment,0
Aaliyah,mood,0
Aaliyah,period,0
Aaliyah,person,0
Aaliyah,top,0
Acoustic playlist 🎧,artist,0
Acoustic playlist 🎧,context,0
Acoustic playlist 🎧,event,0
Acoustic playlist 🎧,genre,1
Acoustic playlist 🎧,moment,0
Acoustic playlist 🎧,mood,0
Acoustic playlist 🎧,period,0
Acoustic playlist 🎧,person,0
Acoustic playlist 🎧,top,0
Adam & Eve,context,0
Adam & Eve,event,0
Adam & Eve,genre,0
Adam & Eve,moment,0
Adam & Eve,mood,0
Adam & Eve,period,0
Adam & Eve,person,0
Adam & Eve,top,0
Afon,artist,0
Afon,context,0
Afon,event,0
Afon,genre,0
Afon,moment,0
Afon,period,0
Afon,person,0
Afon,top,0
Africa,context,0
Africa,event,0
Africa,moment,0
Africa,mood,0
Africa,period,0
Africa,person,0
Africa,top,0
Afro - Deep Forest,context,0
Afro - Deep Forest,event,0
Afro - Deep Forest,genre,1
Afro - Deep Forest,moment,0
Afro - Deep Forest,mood,0
Afro - Deep Forest,period,0
Afro - Deep Forest,person,0
Afro - Deep Forest,top,0
After...,artist,0
After...,context,1
After...,event,0
After...,genre,0
After...,moment,0
After...,mood,0
After...,period,0
After...,person,0
After...,top,0
Aicidici,artist,1
Aicidici,context,0
Aicidici,event,0
Aicidici,genre,0
Aicidici,moment,0
Aicidici,mood,0
Aicidici,period,0
Aicidici,person,0
Aicidici,top,0
Airy,artist,0
Airy,context,0
Airy,event,0
Airy,genre,0
Airy,moment,0
Airy,period,0
Airy,person,0
Airy,top,0
Albini’s discography,artist,1
Albini’s discography,context,0
Albini’s discography,event,0
Albini’s discography,genre,0
Albini’s discography,moment,0
Albini’s discography,mood,0
Albini’s discography,period,0
Albini’s discography,person,0
Albini’s discography,top,0
Alela Diane,artist,1
Alela Diane,context,0
Alela Diane,event,0
Alela Diane,genre,0
Alela Diane,moment,0
Alela Diane,mood,0
Alela Diane,period,0
Alela Diane,top,0
Alexandra stan,artist,1
Alexandra stan,context,0
Alexandra stan,event,0
Alexandra stan,genre,0
Alexandra stan,moment,0
Alexandra stan,mood,0
Alexandra stan,period,0
Alexandra stan,person,0
Alexandra stan,top,0
Alexis,artist,0
Alexis,context,0
Alexis,event,0
Alexis,genre,0
Alexis,moment,0
Alexis,mood,0
Alexis,period,0
Alexis,person,1
Alexis,top,0
Alice Merton,artist,1
Alice Merton,context,0
Alice Merton,event,0
Alice Merton,genre,0
Alice Merton,moment,0
Alice Merton,mood,0
Alice Merton,period,0
Alice Merton,person,0
Alice Merton,top,0
All About Bob Seger,artist,1
All About Bob Seger,context,0
All About Bob Seger,event,0
All About Bob Seger,genre,0
All About Bob Seger,moment,0
All About Bob Seger,mood,0
All About Bob Seger,period,0
All About Bob Seger,person,0
All About Bob Seger,top,0
All at once,context,0
All at once,event,0
All at once,genre,0
All at once,moment,0
All at once,mood,0
All at once,period,0
All at once,person,0
All at once,top,0
All the songs :),artist,0
All the songs :),context,0
All the songs :),event,0
All the songs :),genre,0
All the songs :),moment,0
All the songs :),mood,0
All the songs :),period,0
All the songs :),person,0
All the songs :),top,0
Allemagne,artist,0
Allemagne,context,0
Allemagne,moment,0
Allemagne,mood,0
Allemagne,period,0
Allemagne,person,0
Allemagne,top,0
Amy,context,0
Amy,event,0
Amy,genre,0
Amy,moment,0
Amy,mood,0
Amy,period,0
Amy,top,0
Angerfist,artist,1
Angerfist,context,0
Angerfist,event,0
Angerfist,genre,0
Angerfist,moment,0
Angerfist,mood,0
Angerfist,period,0
Angerfist,person,0
Angerfist,top,0
Anniv Oldies,artist,0
Anniv Oldies,context,0
Anniv Oldies,event,1
Anniv Oldies,genre,0
Anniv Oldies,moment,0
Anniv Oldies,mood,0
Anniv Oldies,top,0
Anniv' mariage pomme le boss,artist,0
Anniv' mariage pomme le boss,context,0
Anniv' mariage pomme le boss,event,1
Anniv' mariage pomme le boss,genre,0
Anniv' mariage pomme le boss,moment,0
Anniv' mariage pomme le boss,mood,0
Anniv' mariage pomme le boss,period,0
Anniv' mariage pomme le boss,top,0
Anniversaire Maïssa,artist,0
Anniversaire Maïssa,context,0
Anniversaire Maïssa,event,1
Anniversaire Maïssa,genre,0
Anniversaire Maïssa,moment,0
Anniversaire Maïssa,mood,0
Anniversaire Maïssa,period,0
Anniversaire Maïssa,person,1
Anniversaire Maïssa,top,0
Anniversaire papa rock,artist,0
Anniversaire papa rock,context,0
Anniversaire papa rock,genre,1
Anniversaire papa rock,moment,0
Anniversaire papa rock,mood,0
Anniversaire papa rock,period,0
Anniversaire papa rock,top,0
Années 90 2000,artist,0
Années 90 2000,context,0
Années 90 2000,event,0
Années 90 2000,genre,0
Années 90 2000,moment,0
Années 90 2000,mood,0
Années 90 2000,period,1
Années 90 2000,person,0
Années 90 2000,top,0
Anti Déprime 💊,artist,0
Anti Déprime 💊,context,0
Anti Déprime 💊,event,0
Anti Déprime 💊,genre,0
Anti Déprime 💊,moment,0
Anti Déprime 💊,mood,1
Anti Déprime 💊,period,0
Anti Déprime 💊,person,0
Anti Déprime 💊,top,0
Antonin et Jules,artist,0
Antonin et Jules,context,0
Antonin et Jules,genre,0
Antonin et Jules,moment,0
Antonin et Jules,mood,0
Antonin et Jules,period,0
Antonin et Jules,person,1
Antonin et Jules,top,0
Applications désobligées,artist,0
Applications désobligées,context,0
Applications désobligées,event,0
Applications désobligées,genre,0
Applications désobligées,moment,0
Applications désobligées,mood,0
Applications désobligées,period,0
Applications désobligées,person,0
Applications désobligées,top,0
Arabisant,artist,0
Arabisant,context,0
Arabisant,event,0
Arabisant,genre,1
Arabisant,moment,0
Arabisant,mood,0
Arabisant,period,0
Arabisant,person,0
Arabisant,top,0
At Night,artist,0
At Night,context,1
At Night,event,0
At Night,genre,0
At Night,moment,0
At Night,mood,0
At Night,period,0
At Night,person,0
At Night,top,0
Aurore 🌸,artist,0
Aurore 🌸,context,0
Aurore 🌸,event,0
Aurore 🌸,genre,0
Aurore 🌸,moment,0
Aurore 🌸,mood,0
Aurore 🌸,period,0
Aurore 🌸,person,1
Aurore 🌸,top,0
Automne 2015,artist,0
Automne 2015,context,0
Automne 2015,event,0
Automne 2015,genre,0
Automne 2015,moment,1
Automne 2015,mood,0
Automne 2015,period,0
Automne 2015,person,0
Automne 2015,top,0
Aventura,artist,1
Aventura,context,0
Aventura,event,0
Aventura,genre,0
Aventura,moment,0
Aventura,mood,0
Aventura,period,0
Aventura,person,0
Aventura,top,0
Avril 2016 B,artist,0
Avril 2016 B,context,0
Avril 2016 B,event,0
Avril 2016 B,genre,0
Avril 2016 B,moment,1
Avril 2016 B,mood,0
Avril 2016 B,period,0
Avril 2016 B,person,0
Avril 2016 B,top,0
Avril-mai 2018,artist,0
Avril-mai 2018,context,0
Avril-mai 2018,event,0
Avril-mai 2018,genre,0
Avril-mai 2018,moment,1
Avril-mai 2018,mood,0
Avril-mai 2018,period,0
Avril-mai 2018,person,0
Avril-mai 2018,top,0
Awesome mix vol.3,artist,0
Awesome mix vol.3,context,0
Awesome mix vol.3,event,0
Awesome mix vol.3,genre,0
Awesome mix vol.3,moment,0
Awesome mix vol.3,mood,0
Awesome mix vol.3,period,0
Awesome mix vol.3,person,0
Aya,artist,1
Aya,context,0
Aya,event,0
Aya,genre,0
Aya,moment,0
Aya,mood,0
Aya,period,0
Aya,person,0
Aya,top,0
BB BRUNES,artist,1
BB BRUNES,context,0
BB BRUNES,event,0
BB BRUNES,genre,0
BB BRUNES,moment,0
BB BRUNES,mood,0
BB BRUNES,period,0
BB BRUNES,person,0
BB BRUNES,top,0
BIG Naughty,artist,1
BIG Naughty,context,0
BIG Naughty,event,0
BIG Naughty,genre,0
BIG Naughty,moment,0
BIG Naughty,mood,0
BIG Naughty,period,0
BIG Naughty,person,0
BIG Naughty,top,0
BLINDTEST - A l'ancienne,artist,0
BLINDTEST - A l'ancienne,context,1
BLINDTEST - A l'ancienne,event,0
BLINDTEST - A l'ancienne,genre,0
BLINDTEST - A l'ancienne,moment,0
BLINDTEST - A l'ancienne,mood,0
BLINDTEST - A l'ancienne,person,0
BLINDTEST - A l'ancienne,top,0
BO Mylène Farmer,artist,1
BO Mylène Farmer,context,0
BO Mylène Farmer,event,0
BO Mylène Farmer,moment,0
BO Mylène Farmer,mood,0
BO Mylène Farmer,period,0
BO Mylène Farmer,person,0
BO Mylène Farmer,top,0
BOMBA 01,artist,0
BOMBA 01,context,0
BOMBA 01,event,0
BOMBA 01,genre,0
BOMBA 01,moment,0
BOMBA 01,mood,0
BOMBA 01,period,0
BOMBA 01,person,0
BOMBA 01,top,0
BOOM - Skrillex,artist,1
BOOM - Skrillex,context,0
BOOM - Skrillex,event,0
BOOM - Skrillex,genre,0
BOOM - Skrillex,moment,0
BOOM - Skrillex,mood,0
BOOM - Skrillex,period,0
BOOM - Skrillex,person,0
BOOM - Skrillex,top,0
BOUM,artist,0
BOUM,event,0
BOUM,genre,0
BOUM,moment,0
BOUM,period,0
BOUM,person,0
BOUM,top,0
BTB,context,0
BTB,event,0
BTB,genre,0
BTB,moment,0
BTB,mood,0
BTB,period,0
BTB,person,0
BTB,top,0
Babtou,artist,0
Babtou,context,0
Babtou,event,0
Babtou,genre,1
Babtou,moment,0
Babtou,mood,0
Babtou,period,0
Babtou,person,0
Babtou,top,0
Back to 90s,artist,0
Back to 90s,context,0
Back to 90s,event,0
Back to 90s,genre,0
Back to 90s,moment,0
Back to 90s,mood,0
Back to 90s,person,0
Back to 90s,top,0
Badass Bass,artist,0
Badass Bass,context,0
Badass Bass,event,0
Badass Bass,moment,0
Badass Bass,period,0
Badass Bass,person,0
Badass Bass,top,0
Banners,context,0
Banners,event,0
Banners,genre,0
Banners,moment,0
Banners,mood,0
Banners,period,0
Banners,person,0
Banners,top,0
Baw,context,0
Baw,event,0
Baw,genre,0
Baw,moment,0
Baw,mood,0
Baw,period,0
Baw,person,0
Baw,top,0
Bayonne 2014,artist,0
Bayonne 2014,context,0
Bayonne 2014,genre,0
Bayonne 2014,mood,0
Bayonne 2014,period,0
Bayonne 2014,person,0
Bayonne 2014,top,0
Be-bop 2,artist,0
Be-bop 2,context,0
Be-bop 2,event,0
Be-bop 2,genre,1
Be-bop 2,moment,0
Be-bop 2,mood,0
Be-bop 2,period,0
Be-bop 2,person,0
Be-bop 2,top,0
Bemer on the road VI,event,0
Bemer on the road VI,genre,0
Bemer on the road VI,moment,0
Bemer on the road VI,mood,0
Bemer on the road VI,period,0
Bemer on the road VI,top,0
Bertrand Belin,artist,1
Bertrand Belin,context,0
Bertrand Belin,event,0
Bertrand Belin,genre,0
Bertrand Belin,moment,0
Bertrand Belin,mood,0
Bertrand Belin,period,0
Bertrand Belin,person,0
Bertrand Belin,top,0
Best,artist,0
Best,context,0
Best,event,0
Best,genre,0
Best,moment,0
Best,mood,0
Best,period,0
Best,person,0
Best,top,1
Best Of Haendel,artist,1
Best Of Haendel,context,0
Best Of Haendel,event,0
Best Of Haendel,genre,0
Best Of Haendel,moment,0
Best Of Haendel,mood,0
Best Of Haendel,period,0
Best Of Haendel,person,0
Best Outlander,context,0
Best Outlander,event,0
Best Outlander,moment,0
Best Outlander,mood,0
Best Outlander,period,0
Best Outlander,person,0
Best rock,artist,0
Best rock,context,0
Best rock,event,0
Best rock,genre,1
Best rock,moment,0
Best rock,mood,0
Best rock,period,0
Best rock,person,0
Best rock,top,1
Biking I 45mns,artist,0
Biking I 45mns,context,1
Biking I 45mns,event,0
Biking I 45mns,genre,0
Biking I 45mns,moment,0
Biking I 45mns,mood,0
Biking I 45mns,period,0
Biking I 45mns,person,0
Biking I 45mns,top,0
Billie Eilish: Complete Collection,artist,1
Billie Eilish: Complete Collection,context,0
Billie Eilish: Complete Collection,event,0
Billie Eilish: Complete Collection,genre,0
Billie Eilish: Complete Collection,moment,0
Billie Eilish: Complete Collection,mood,0
Billie Eilish: Complete Collection,period,0
Billie Eilish: Complete Collection,person,0
Billie Eilish: Complete Collection,top,0
Blabla,artist,0
Blabla,context,0
Blabla,event,0
Blabla,genre,0
Blabla,moment,0
Blabla,mood,0
Blabla,period,0
Blabla,person,0
Blabla,top,0
Black Atlass,artist,1
Black Atlass,context,0
Black Atlass,event,0
Black Atlass,genre,0
Black Atlass,moment,0
Black Atlass,mood,0
Black Atlass,period,0
Black Atlass,person,0
Black Atlass,top,0
Blind 2,artist,0
Blind 2,event,0
Blind 2,genre,0
Blind 2,moment,0
Blind 2,mood,0
Blind 2,period,0
Blind 2,person,0
Blind 2,top,0
Blind Test - Soirée Bad,artist,0
Blind Test - Soirée Bad,genre,0
Blind Test - Soirée Bad,moment,0
Blind Test - Soirée Bad,mood,0
Blind Test - Soirée Bad,period,0
Blind Test - Soirée Bad,person,0
Blind Test - Soirée Bad,top,0
Block party,moment,0
Block party,mood,0
Block party,period,0
Block party,person,0
Block party,top,0
BluEs-RoCkinG,artist,0
BluEs-RoCkinG,context,0
BluEs-RoCkinG,event,0
BluEs-RoCkinG,genre,1
BluEs-RoCkinG,moment,0
BluEs-RoCkinG,mood,0
BluEs-RoCkinG,period,0
BluEs-RoCkinG,person,0
BluEs-RoCkinG,top,0
Bohème,artist,0
Bohème,context,0
Bohème,event,0
Bohème,genre,0
Bohème,moment,0
Bohème,period,0
Bohème,person,0
Bohème,top,0
Bonne nuit,artist,0
Bonne nuit,context,1
Bonne nuit,event,0
Bonne nuit,genre,0
Bonne nuit,moment,0
Bonne nuit,period,0
Bonne nuit,person,0
Bonne nuit,top,0
Booba morceaux les plus populaires 25/05/2017,artist,1
Booba morceaux les plus populaires 25/05/2017,context,0
Booba morceaux les plus populaires 25/05/2017,genre,0
Booba morceaux les plus populaires 25/05/2017,moment,0
Booba morceaux les plus populaires 25/05/2017,mood,0
Booba morceaux les plus populaires 25/05/2017,period,0
Booba morceaux les plus populaires 25/05/2017,person,0
Boulot AS - Danses,artist,0
Boulot AS - Danses,context,1
Boulot AS - Danses,event,0
Boulot AS - Danses,genre,0
Boulot AS - Danses,moment,0
Boulot AS - Danses,mood,0
Boulot AS - Danses,period,0
Boulot AS - Danses,person,0
Boulot AS - Danses,top,0
Boum Boum boum,artist,0
Boum Boum boum,event,0
Boum Boum boum,moment,0
Boum Boum boum,period,0
Boum Boum boum,person,0
Boum Boum boum,top,0
"Break it, Drop it!!",artist,0
"Break it, Drop it!!",context,0
"Break it, Drop it!!",event,0
